id,event_id,division,distance_m,laps,round_type,round_label,race_number,heat,group_label,rank,bib,skater_name,affiliation,time_text,time_seconds,status,points,page_number,parse_note,is_relay,club_id,skater_id
113008,134,Chutes and Ladders Men,333,,HEATS,Heat 1 of 2,3,1,,1,71,Joey Sample,,42.980,42.98,Q,,,,0,,581
113009,134,Chutes and Ladders Men,333,,HEATS,Heat 1 of 2,3,1,,2,40,Stella Shapiro,,46.300,46.3,Q,,,,0,,634
113010,134,Chutes and Ladders Men,333,,HEATS,Heat 1 of 2,3,1,,3,72,Rishaan Dwivedi,,56.670,56.67,,,,,0,,82
113011,134,Chutes and Ladders Men,333,,HEATS,Heat 1 of 2,3,1,,4,39,Safiya Sadiq,,56.850,56.85,,,,,0,,670
113012,134,Chutes and Ladders Men,333,,HEATS,Heat 2 of 2,3,2,,2,17,Caleb Estes,,45.580,45.58,Q,,,,0,,508
113013,134,Chutes and Ladders Men,333,,HEATS,Heat 2 of 2,3,2,,3,51,Graham Shapiro,,46.760,46.76,Q,,,,0,,81
113014,134,Chutes and Ladders Men,333,,HEATS,Heat 2 of 2,3,2,,4,6,Naavya Dwivedi,,47.720,47.72,,,,,0,,64
113015,134,Chutes and Ladders Men,333,,HEATS,Heat 2 of 2,3,2,,5,83,Sadhbh Leonard,,1:01.330,61.33,,,,,0,,1385
113016,134,Pictionary Men,333,,HEATS,Heat 1 of 2,4,1,,1,23,Grant Livingston,,50.950,50.95,Q,,,,0,,172
113017,134,Pictionary Men,333,,HEATS,Heat 1 of 2,4,1,,2,67,Sawyer Nemeth,,52.980,52.98,Q,,,,0,,405
113018,134,Pictionary Men,333,,HEATS,Heat 1 of 2,4,1,,3,18,Parker Schowalter,,54.670,54.67,,,,,0,,100
113019,134,Pictionary Men,333,,HEATS,Heat 1 of 2,4,1,,4,7,Ezekiel Robinson,,55.730,55.73,,,,,0,,487
113020,134,Pictionary Men,333,,HEATS,Heat 2 of 2,4,2,,1,34,Aadvik Pothina,,49.290,49.29,Q,,,,0,,245
113021,134,Pictionary Men,333,,HEATS,Heat 2 of 2,4,2,,2,56,Jackson Schowalter,,50.390,50.39,Q,,,,0,,145
113022,134,Pictionary Men,333,,HEATS,Heat 2 of 2,4,2,,3,45,Willow Grinberg-Keene,,52.630,52.63,,,,,0,,3826
113023,134,Pictionary Men,333,,HEATS,Heat 2 of 2,4,2,,4,78,Masashi Kaneko,,58.770,58.77,,,,,0,,515
113024,134,Risk Men,1000,,HEATS,Heat 1 of 2,5,1,,1,37,Samuel Naeger,,2:04.700,124.7,Q,,,,0,,2014
113025,134,Risk Men,1000,,HEATS,Heat 1 of 2,5,1,,2,26,Anthony Salvati,,2:06.570,126.57,Q,,,,0,,285
113026,134,Risk Men,1000,,HEATS,Heat 1 of 2,5,1,,3,60,Carissa Foster,,2:07.830,127.83,,,,,0,,461
113027,134,Risk Men,1000,,HEATS,Heat 2 of 2,5,2,,1,4,Stephen Eisele,,2:00.450,120.45,Q,,,,0,,398
113028,134,Risk Men,1000,,HEATS,Heat 2 of 2,5,2,,2,48,Laura Ribeiro,,2:00.480,120.48,Q,,,,0,,3391
113029,134,Risk Men,1000,,HEATS,Heat 2 of 2,5,2,,3,15,Gary Tobien,,2:07.740,127.74,,,,,0,,709
113030,134,Risk Men,1000,,HEATS,Heat 2 of 2,5,2,,4,59,Kevin Kosola,,2:26.280,146.28,,,,,0,,748
113031,134,Yahtzee Men,333,,FINAL,,6,,,1,1,Nicholas Markunas,,1:09.890,69.89,,1000.0,,,0,,1678
113032,134,Yahtzee Men,333,,FINAL,,6,,,2,2,Zubin Chandran,,1:10.450,70.45,,800.0,,,0,,1676
113033,134,CandyLand Men,170,,FINAL,Final A,7,,A,1,8,Aubrey Hausman,,32.850,32.85,,1000.0,,,0,,40
113034,134,CandyLand Men,170,,FINAL,Final A,7,,A,2,21,Caleb Paik,,32.890,32.89,,800.0,,,0,,228
113035,134,CandyLand Men,170,,FINAL,Final A,7,,A,3,53,Alaina Krassinger,,34.790,34.79,,640.0,,,0,,395
113036,134,CandyLand Men,170,,FINAL,Final A,7,,A,4,30,Joselyn Zumwalt,,39.980,39.98,,512.0,,,0,,540
113037,134,CandyLand Men,170,,FINAL,Final A,7,,A,5,19,Mary Kate Estes,,40.960,40.96,,410.0,,,0,,649
113038,134,CandyLand Men,170,,FINAL,Final A,7,,A,6,42,Josiah Paik,,42.080,42.08,,328.0,,,0,,243
113039,134,CandyLand Men,170,,FINAL,Final A,7,,A,7,64,Martha Lawrence,,45.800,45.8,,262.0,,,0,,486
113040,134,Monopoly Men,1000,,FINAL,Final A,8,,A,1,22,Ethan Sonn,,1:42.450,102.45,,1000.0,,,0,,2
113041,134,Monopoly Men,1000,,FINAL,Final A,8,,A,2,11,Matthew Lorenz,,1:45.860,105.86,,800.0,,,0,,87
113042,134,Monopoly Men,1000,,FINAL,Final A,8,,A,3,33,Andrew Ellison,,1:46.890,106.89,,640.0,,,0,,6
113043,134,Monopoly Men,1000,,FINAL,Final A,8,,A,4,44,Corin Habecker,,1:47.050,107.05,,512.0,,,0,,267
113044,134,Scrabble Men,777,,FINAL,Final A,9,,A,1,55,Roman Hastings,,1:26.100,86.1,,1000.0,,,0,,56
113045,134,Scrabble Men,777,,FINAL,Final A,9,,A,2,5,Andrew Sonn,,1:26.830,86.83,,800.0,,,0,,7
113046,134,Scrabble Men,777,,FINAL,Final A,9,,A,3,27,Logan Young,,1:26.860,86.86,,640.0,,,0,,392
113047,134,Scrabble Men,777,,FINAL,Final A,9,,A,4,88,Victor Li,,1:31.040,91.04,,512.0,,,0,,47
113048,134,Scrabble Men,777,,FINAL,Final A,9,,A,5,77,Eben Emnmanuel Tinidad,,1:36.270,96.27,,410.0,,,0,,3831
113049,134,Scrabble Men,777,,FINAL,Final B,9,,B,7,16,Timothy Yang,,1:37.480,97.48,,262.0,,,0,,14
113050,134,Scrabble Men,777,,FINAL,Final B,9,,B,,49,Isabella Moreno,,,,DNS,210.0,,,0,,83
113051,134,Chutes and Ladders Men,333,,FINAL,Final A,10,,A,1,90,Carter Hausman,,41.360,41.36,,1000.0,,,0,,15
113052,134,Chutes and Ladders Men,333,,FINAL,Final A,10,,A,2,71,Joey Sample,,43.260,43.26,,800.0,,,0,,581
113053,134,Chutes and Ladders Men,333,,FINAL,Final A,10,,A,3,40,Stella Shapiro,,45.200,45.2,,640.0,,,0,,634
113054,134,Chutes and Ladders Men,333,,FINAL,Final A,10,,A,4,51,Graham Shapiro,,46.420,46.42,,512.0,,,0,,81
113055,134,Chutes and Ladders Men,333,,FINAL,Final A,10,,A,5,17,Caleb Estes,,46.510,46.51,,410.0,,,0,,508
113056,134,Chutes and Ladders Men,333,,FINAL,Final B,10,,B,6,6,Naavya Dwivedi,,46.070,46.07,,328.0,,,0,,64
113057,134,Chutes and Ladders Men,333,,FINAL,Final B,10,,B,7,72,Rishaan Dwivedi,,47.770,47.77,,262.0,,,0,,82
113058,134,Chutes and Ladders Men,333,,FINAL,Final B,10,,B,8,83,Sadhbh Leonard,,49.120,49.12,,210.0,,,0,,1385
113059,134,Chutes and Ladders Men,333,,FINAL,Final B,10,,B,9,39,Safiya Sadiq,,49.820,49.82,,168.0,,,0,,670
113060,134,Pictionary Men,333,,FINAL,Final A,11,,A,1,34,Aadvik Pothina,,51.010,51.01,,1000.0,,,0,,245
113061,134,Pictionary Men,333,,FINAL,Final A,11,,A,2,56,Jackson Schowalter,,51.520,51.52,,800.0,,,0,,145
113062,134,Pictionary Men,333,,FINAL,Final A,11,,A,3,67,Sawyer Nemeth,,54.170,54.17,,640.0,,,0,,405
113063,134,Pictionary Men,333,,FINAL,Final A,11,,A,4,23,Grant Livingston,,55.100,55.1,,512.0,,,0,,172
113064,134,Pictionary Men,333,,FINAL,Final B,11,,B,5,78,Masashi Kaneko,,46.480,46.48,,410.0,,,0,,515
113065,134,Pictionary Men,333,,FINAL,Final B,11,,B,6,18,Parker Schowalter,,50.260,50.26,,328.0,,,0,,100
113066,134,Pictionary Men,333,,FINAL,Final B,11,,B,7,7,Ezekiel Robinson,,53.390,53.39,,262.0,,,0,,487
113067,134,Pictionary Men,333,,FINAL,Final B,11,,B,8,45,Willow Grinberg-Keene,,53.590,53.59,,210.0,,,0,,3826
113068,134,Risk Men,1000,,FINAL,Final A,12,,A,2,26,Anthony Salvati,,2:01.710,121.71,,800.0,,,0,,285
113069,134,Risk Men,1000,,FINAL,Final A,12,,A,3,37,Samuel Naeger,,2:01.960,121.96,,640.0,,,0,,2014
113070,134,Risk Men,1000,,FINAL,Final A,12,,A,,48,Laura Ribeiro,,1:58.540,118.54,PEN,512.0,,,0,,3391
113071,134,Risk Men,1000,,FINAL,Final B,12,,B,5,15,Gary Tobien,,2:06.700,126.7,,410.0,,,0,,709
113072,134,Risk Men,1000,,FINAL,Final B,12,,B,6,60,Carissa Foster,,2:10.570,130.57,,328.0,,,0,,461
113073,134,Risk Men,1000,,FINAL,Final B,12,,B,7,59,Kevin Kosola,,2:21.540,141.54,,262.0,,,0,,748
113074,134,Yahtzee Men,444,,FINAL,Final A,13,,A,1,1,Nicholas Markunas,,1:19.920,79.92,,1000.0,,,0,,1678
113075,134,Yahtzee Men,444,,FINAL,Final A,13,,A,2,2,Zubin Chandran,,1:37.580,97.58,,800.0,,,0,,1676
113076,134,CandyLand Men,255,,FINAL,Final A,14,,A,1,8,Aubrey Hausman,,49.570,49.57,,1000.0,,,0,,40
113077,134,CandyLand Men,255,,FINAL,Final A,14,,A,2,53,Alaina Krassinger,,52.950,52.95,,800.0,,,0,,395
113078,134,CandyLand Men,255,,FINAL,Final A,14,,A,3,30,Joselyn Zumwalt,,54.570,54.57,,640.0,,,0,,540
113079,134,CandyLand Men,255,,FINAL,Final A,14,,A,4,19,Mary Kate Estes,,57.200,57.2,,512.0,,,0,,649
113080,134,CandyLand Men,255,,FINAL,Final A,14,,A,5,42,Josiah Paik,,1:01.090,61.09,,410.0,,,0,,243
113081,134,CandyLand Men,255,,FINAL,Final A,14,,A,6,21,Caleb Paik,,1:01.400,61.4,,328.0,,,0,,228
113082,134,CandyLand Men,255,,FINAL,Final A,14,,A,7,64,Martha Lawrence,,1:06.480,66.48,,262.0,,,0,,486
113083,134,Monopoly Men,500,,FINAL,Final A,15,,A,1,22,Ethan Sonn,,48.290,48.29,,1000.0,,,0,,2
113084,134,Monopoly Men,500,,FINAL,Final A,15,,A,2,33,Andrew Ellison,,50.640,50.64,,800.0,,,0,,6
113085,134,Monopoly Men,500,,FINAL,Final A,15,,A,3,11,Matthew Lorenz,,50.760,50.76,,640.0,,,0,,87
113086,134,Monopoly Men,500,,FINAL,Final A,15,,A,4,44,Corin Habecker,,1:04.090,64.09,,512.0,,,0,,267
113087,134,Scrabble Men,500,,FINAL,,16,,,1,27,Logan Young,,54.260,54.26,Q,,,,0,,392
113088,134,Scrabble Men,500,,FINAL,,16,,,2,5,Andrew Sonn,,54.290,54.29,Q,,,,0,,7
113089,134,Scrabble Men,500,,FINAL,,16,,,3,38,Liam Sears,,57.850,57.85,,,,,0,,1
113090,134,Scrabble Men,500,,FINAL,,16,,,4,16,Timothy Yang,,1:20.510,80.51,,,,,0,,14
113091,134,Scrabble Men,500,,HEATS,Heat 2 of 2,16,2,,1,55,Roman Hastings,,54.130,54.13,Q,,,,0,,56
113092,134,Scrabble Men,500,,HEATS,Heat 2 of 2,16,2,,2,77,Eben Emnmanuel Tinidad,,54.390,54.39,Q,,,,0,,3831
113093,134,Scrabble Men,500,,HEATS,Heat 2 of 2,16,2,,3,88,Victor Li,,56.260,56.26,,,,,0,,47
113094,134,Risk Men,500,,HEATS,Heat 1 of 2,17,1,,1,4,Stephen Eisele,,55.450,55.45,Q,,,,0,,398
113095,134,Risk Men,500,,HEATS,Heat 1 of 2,17,1,,2,48,Laura Ribeiro,,58.040,58.04,Q,,,,0,,3391
113096,134,Risk Men,500,,HEATS,Heat 1 of 2,17,1,,3,15,Gary Tobien,,1:00.110,60.11,,,,,0,,709
113097,134,Risk Men,500,,HEATS,Heat 2 of 2,17,2,,1,26,Anthony Salvati,,59.450,59.45,Q,,,,0,,285
113098,134,Risk Men,500,,HEATS,Heat 2 of 2,17,2,,2,37,Samuel Naeger,,59.580,59.58,Q,,,,0,,2014
113099,134,Risk Men,500,,HEATS,Heat 2 of 2,17,2,,3,59,Kevin Kosola,,1:10.120,70.12,,,,,0,,748
113100,134,Risk Men,500,,HEATS,Heat 2 of 2,17,2,,4,60,Carissa Foster,,1:16.470,76.47,,,,,0,,461
113101,134,Chutes and Ladders Men,222,,HEATS,Heat 1 of 2,18,1,,1,90,Carter Hausman,,29.670,29.67,Q,,,,0,,15
113102,134,Chutes and Ladders Men,222,,HEATS,Heat 1 of 2,18,1,,2,51,Graham Shapiro,,33.350,33.35,Q,,,,0,,81
113103,134,Chutes and Ladders Men,222,,HEATS,Heat 1 of 2,18,1,,3,17,Caleb Estes,,34.260,34.26,,,,,0,,508
113104,134,Chutes and Ladders Men,222,,HEATS,Heat 1 of 2,18,1,,4,83,Sadhbh Leonard,,34.640,34.64,,,,,0,,1385
113105,134,Chutes and Ladders Men,222,,HEATS,Heat 1 of 2,18,1,,5,39,Safiya Sadiq,,34.920,34.92,,,,,0,,670
113106,134,Chutes and Ladders Men,222,,HEATS,Heat 2 of 2,18,2,,2,40,Stella Shapiro,,32.100,32.1,Q,,,,0,,634
113107,134,Chutes and Ladders Men,222,,HEATS,Heat 2 of 2,18,2,,3,6,Naavya Dwivedi,,32.470,32.47,Q,,,,0,,64
113108,134,Chutes and Ladders Men,222,,HEATS,Heat 2 of 2,18,2,,4,72,Rishaan Dwivedi,,34.350,34.35,,,,,0,,82
113109,134,Pictionary Men,222,,HEATS,Heat 1 of 2,19,1,,1,78,Masashi Kaneko,,34.010,34.01,Q,,,,0,,515
113110,134,Pictionary Men,222,,HEATS,Heat 1 of 2,19,1,,2,23,Grant Livingston,,34.790,34.79,Q,,,,0,,172
113111,134,Pictionary Men,222,,HEATS,Heat 1 of 2,19,1,,3,45,Willow Grinberg-Keene,,35.080,35.08,,,,,0,,3826
113112,134,Pictionary Men,222,,HEATS,Heat 1 of 2,19,1,,,34,Aadvik Pothina,,33.950,33.95,PEN,,,,0,,245
113113,134,Pictionary Men,222,,HEATS,Heat 2 of 2,19,2,,1,18,Parker Schowalter,,33.660,33.66,Q,,,,0,,100
113114,134,Pictionary Men,222,,HEATS,Heat 2 of 2,19,2,,2,56,Jackson Schowalter,,35.890,35.89,Q,,,,0,,145
113115,134,Pictionary Men,222,,HEATS,Heat 2 of 2,19,2,,3,67,Sawyer Nemeth,,36.510,36.51,,,,,0,,405
113116,134,Pictionary Men,222,,HEATS,Heat 2 of 2,19,2,,4,7,Ezekiel Robinson,,37.040,37.04,,,,,0,,487
113117,134,Yahtzee Men,222,,FINAL,Final A,20,,A,1,1,Nicholas Markunas,,36.760,36.76,,1000.0,,,0,,1678
113118,134,Yahtzee Men,222,,FINAL,Final A,20,,A,2,2,Zubin Chandran,,47.950,47.95,,800.0,,,0,,1676
113119,134,CandyLand Men,170,,FINAL,Final A,21,,A,1,8,Aubrey Hausman,,32.200,32.2,,1000.0,,,0,,40
113120,134,CandyLand Men,170,,FINAL,Final A,21,,A,2,21,Caleb Paik,,33.360,33.36,,800.0,,,0,,228
113121,134,CandyLand Men,170,,FINAL,Final A,21,,A,3,53,Alaina Krassinger,,33.380,33.38,,640.0,,,0,,395
113122,134,CandyLand Men,170,,FINAL,Final A,21,,A,4,42,Josiah Paik,,39.890,39.89,,512.0,,,0,,243
113123,134,CandyLand Men,170,,FINAL,Final A,21,,A,5,19,Mary Kate Estes,,40.720,40.72,,410.0,,,0,,649
113124,134,CandyLand Men,170,,FINAL,Final A,21,,A,6,30,Joselyn Zumwalt,,43.790,43.79,,328.0,,,0,,540
113125,134,CandyLand Men,170,,FINAL,Final A,21,,A,7,64,Martha Lawrence,,46.080,46.08,,262.0,,,0,,486
113126,134,Monopoly Men,500,,FINAL,Final A,22,,A,1,22,Ethan Sonn,,48.200,48.2,,1000.0,,,0,,2
113127,134,Monopoly Men,500,,FINAL,Final A,22,,A,2,33,Andrew Ellison,,50.450,50.45,,800.0,,,0,,6
113128,134,Monopoly Men,500,,FINAL,Final A,22,,A,3,44,Corin Habecker,,50.530,50.53,,640.0,,,0,,267
113129,134,Monopoly Men,500,,FINAL,Final A,22,,A,4,11,Matthew Lorenz,,50.660,50.66,,512.0,,,0,,87
113130,134,Scrabble Men,500,,FINAL,Final A,23,,A,1,55,Roman Hastings,,54.820,54.82,,1000.0,,,0,,56
113131,134,Scrabble Men,500,,FINAL,Final A,23,,A,2,77,Eben Emnmanuel Tinidad,,55.010,55.01,,800.0,,,0,,3831
113132,134,Scrabble Men,500,,FINAL,Final A,23,,A,3,27,Logan Young,,55.060,55.06,,640.0,,,0,,392
113133,134,Scrabble Men,500,,FINAL,Final A,23,,A,4,5,Andrew Sonn,,1:05.130,65.13,,512.0,,,0,,7
113134,134,Scrabble Men,500,,FINAL,Final B,23,,B,5,88,Victor Li,,57.200,57.2,,410.0,,,0,,47
113135,134,Scrabble Men,500,,FINAL,Final B,23,,B,6,38,Liam Sears,,57.300,57.3,,328.0,,,0,,1
113136,134,Scrabble Men,500,,FINAL,Final B,23,,B,7,16,Timothy Yang,,59.980,59.98,,262.0,,,0,,14
113137,134,Risk Men,500,,FINAL,Final A,24,,A,1,48,Laura Ribeiro,,56.110,56.11,,1000.0,,,0,,3391
113138,134,Risk Men,500,,FINAL,Final A,24,,A,2,4,Stephen Eisele,,56.230,56.23,,800.0,,,0,,398
113139,134,Risk Men,500,,FINAL,Final A,24,,A,3,26,Anthony Salvati,,1:00.790,60.79,,640.0,,,0,,285
113140,134,Risk Men,500,,FINAL,Final A,24,,A,4,37,Samuel Naeger,,1:07.320,67.32,,512.0,,,0,,2014
113141,134,Risk Men,500,,FINAL,Final B,24,,B,5,15,Gary Tobien,,1:00.800,60.8,,410.0,,,0,,709
113142,134,Risk Men,500,,FINAL,Final B,24,,B,6,60,Carissa Foster,,1:03.390,63.39,,328.0,,,0,,461
113143,134,Risk Men,500,,FINAL,Final B,24,,B,7,59,Kevin Kosola,,1:08.230,68.23,,262.0,,,0,,748
113144,134,Chutes and Ladders Men,222,,FINAL,Final A,25,,A,2,71,Joey Sample,,29.390,29.39,,800.0,,,0,,581
113145,134,Chutes and Ladders Men,222,,FINAL,Final A,25,,A,3,51,Graham Shapiro,,31.480,31.48,,640.0,,,0,,81
113146,134,Chutes and Ladders Men,222,,FINAL,Final A,25,,A,4,40,Stella Shapiro,,31.730,31.73,,512.0,,,0,,634
113147,134,Chutes and Ladders Men,222,,FINAL,Final A,25,,A,5,6,Naavya Dwivedi,,32.020,32.02,,410.0,,,0,,64
113148,134,Chutes and Ladders Men,222,,FINAL,Final B,25,,B,6,17,Caleb Estes,,31.320,31.32,,328.0,,,0,,508
113149,134,Chutes and Ladders Men,222,,FINAL,Final B,25,,B,7,83,Sadhbh Leonard,,31.910,31.91,,262.0,,,0,,1385
113150,134,Chutes and Ladders Men,222,,FINAL,Final B,25,,B,8,72,Rishaan Dwivedi,,32.680,32.68,,210.0,,,0,,82
113151,134,Chutes and Ladders Men,222,,FINAL,Final B,25,,B,9,39,Safiya Sadiq,,33.450,33.45,,168.0,,,0,,670
113152,134,Pictionary Men,222,,FINAL,Final A,26,,A,1,56,Jackson Schowalter,,35.600,35.6,,1000.0,,,0,,145
113153,134,Pictionary Men,222,,FINAL,Final A,26,,A,2,23,Grant Livingston,,35.610,35.61,,800.0,,,0,,172
113154,134,Pictionary Men,222,,FINAL,Final A,26,,A,3,78,Masashi Kaneko,,38.860,38.86,,640.0,,,0,,515
113155,134,Pictionary Men,222,,FINAL,Final A,26,,A,4,18,Parker Schowalter,,39.460,39.46,,512.0,,,0,,100
113156,134,Pictionary Men,222,,FINAL,Final B,26,,B,5,34,Aadvik Pothina,,33.420,33.42,,410.0,,,0,,245
113157,134,Pictionary Men,222,,FINAL,Final B,26,,B,6,67,Sawyer Nemeth,,34.800,34.8,,328.0,,,0,,405
113158,134,Pictionary Men,222,,FINAL,Final B,26,,B,7,45,Willow Grinberg-Keene,,35.770,35.77,,262.0,,,0,,3826
113159,134,Pictionary Men,222,,FINAL,Final B,26,,B,8,7,Ezekiel Robinson,,36.340,36.34,,210.0,,,0,,487
113160,134,Yahtzee Men,444,,FINAL,Final A,27,,A,1,1,Nicholas Markunas,,1:13.640,73.64,,1000.0,,,0,,1678
113161,134,Yahtzee Men,444,,FINAL,Final A,27,,A,2,2,Zubin Chandran,,1:37.610,97.61,,800.0,,,0,,1676
113162,134,CandyLand Men,85,,FINAL,Final A,28,,A,2,8,Aubrey Hausman,,17.360,17.36,,800.0,,,0,,40
113163,134,CandyLand Men,85,,FINAL,Final A,28,,A,3,53,Alaina Krassinger,,18.510,18.51,,640.0,,,0,,395
113164,134,CandyLand Men,85,,FINAL,Final A,28,,A,4,42,Josiah Paik,,18.970,18.97,,512.0,,,0,,243
113165,134,CandyLand Men,85,,FINAL,Final A,28,,A,5,19,Mary Kate Estes,,22.170,22.17,,410.0,,,0,,649
113166,134,CandyLand Men,85,,FINAL,Final A,28,,A,6,64,Martha Lawrence,,22.890,22.89,,328.0,,,0,,486
113167,134,CandyLand Men,85,,FINAL,Final A,28,,A,7,30,Joselyn Zumwalt,,24.640,24.64,,262.0,,,0,,540
113168,134,Monopoly Men,500,,FINAL,Final A,29,,A,1,22,Ethan Sonn,,47.950,47.95,,1000.0,,,0,,2
113169,134,Monopoly Men,500,,FINAL,Final A,29,,A,2,33,Andrew Ellison,,49.730,49.73,,800.0,,,0,,6
113170,134,Monopoly Men,500,,FINAL,Final A,29,,A,3,44,Corin Habecker,,50.700,50.7,,640.0,,,0,,267
113171,134,Monopoly Men,500,,FINAL,Final A,29,,A,4,11,Matthew Lorenz,,51.160,51.16,,512.0,,,0,,87
113172,134,Scrabble Men,500,,HEATS,Heat 1 of 2,30,1,,1,5,Andrew Sonn,,55.790,55.79,Q,,,,0,,7
113173,134,Scrabble Men,500,,HEATS,Heat 1 of 2,30,1,,2,27,Logan Young,,56.030,56.03,Q,,,,0,,392
113174,134,Scrabble Men,500,,HEATS,Heat 1 of 2,30,1,,3,38,Liam Sears,,56.150,56.15,,,,,0,,1
113175,134,Scrabble Men,500,,HEATS,Heat 1 of 2,30,1,,4,16,Timothy Yang,,1:06.400,66.4,,,,,0,,14
113176,134,Scrabble Men,500,,HEATS,Heat 2 of 2,30,2,,1,55,Roman Hastings,,55.170,55.17,Q,,,,0,,56
113177,134,Scrabble Men,500,,HEATS,Heat 2 of 2,30,2,,2,77,Eben Emnmanuel Tinidad,,55.270,55.27,Q,,,,0,,3831
113178,134,Scrabble Men,500,,HEATS,Heat 2 of 2,30,2,,3,88,Victor Li,,55.300,55.3,,,,,0,,47
113179,134,Risk Men,777,,HEATS,Heat 1 of 2,31,1,,1,4,Stephen Eisele,,1:30.790,90.79,Q,,,,0,,398
113180,134,Risk Men,777,,HEATS,Heat 1 of 2,31,1,,2,15,Gary Tobien,,1:33.260,93.26,Q,,,,0,,709
113181,134,Risk Men,777,,HEATS,Heat 1 of 2,31,1,,3,37,Samuel Naeger,,1:34.200,94.2,,,,,0,,2014
113182,134,Risk Men,777,,HEATS,Heat 1 of 2,31,1,,1,48,Laura Ribeiro,,1:33.010,93.01,Q,,,,0,,3391
113183,134,Risk Men,777,,HEATS,Heat 1 of 2,31,1,,2,26,Anthony Salvati,,1:38.290,98.29,Q,,,,0,,285
113184,134,Risk Men,777,,HEATS,Heat 1 of 2,31,1,,3,60,Carissa Foster,,1:38.360,98.36,,,,,0,,461
113185,134,Risk Men,777,,HEATS,Heat 1 of 2,31,1,,4,59,Kevin Kosola,,1:53.470,113.47,,,,,0,,748
113186,134,Chutes and Ladders Men,500,,HEATS,Heat 1 of 2,32,1,,1,90,Carter Hausman,,1:02.200,62.2,Q,,,,0,,15
113187,134,Chutes and Ladders Men,500,,HEATS,Heat 1 of 2,32,1,,2,51,Graham Shapiro,,1:11.550,71.55,Q,,,,0,,81
113188,134,Chutes and Ladders Men,500,,HEATS,Heat 1 of 2,32,1,,3,6,Naavya Dwivedi,,1:11.640,71.64,,,,,0,,64
113189,134,Chutes and Ladders Men,500,,HEATS,Heat 1 of 2,32,1,,4,83,Sadhbh Leonard,,1:12.600,72.6,,,,,0,,1385
113190,134,Chutes and Ladders Men,500,,HEATS,Heat 1 of 2,32,1,,5,39,Safiya Sadiq,,1:13.280,73.28,,,,,0,,670
113191,134,Chutes and Ladders Men,500,,HEATS,Heat 2 of 2,32,2,,1,71,Joey Sample,,1:05.170,65.17,Q,,,,0,,581
113192,134,Chutes and Ladders Men,500,,HEATS,Heat 2 of 2,32,2,,2,72,Rishaan Dwivedi,,1:12.920,72.92,Q,,,,0,,82
113193,134,Chutes and Ladders Men,500,,HEATS,Heat 2 of 2,32,2,,,40,Stella Shapiro,,1:14.260,74.26,ADV,,,,0,,634
113194,134,Chutes and Ladders Men,500,,HEATS,Heat 2 of 2,32,2,,,17,Caleb Estes,,1:13.790,73.79,PEN,,,,0,,508
113195,134,Pictionary Men,444,,HEATS,Heat 1 of 2,33,1,,1,34,Aadvik Pothina,,1:07.050,67.05,Q,,,,0,,245
113196,134,Pictionary Men,444,,HEATS,Heat 1 of 2,33,1,,2,23,Grant Livingston,,1:10.830,70.83,Q,,,,0,,172
113197,134,Pictionary Men,444,,HEATS,Heat 1 of 2,33,1,,3,7,Ezekiel Robinson,,1:15.140,75.14,,,,,0,,487
113198,134,Pictionary Men,444,,HEATS,Heat 1 of 2,33,1,,4,18,Parker Schowalter,,1:16.030,76.03,,,,,0,,100
